region_id,image_id,tile_id,area,foci_count_rad51,foci_count_probs,foci_fraction_rad51,foci_fraction_probs
10,A1,tile_11,289.0,0,0,0.0,0.0
11,A1,tile_11,1149.0,10,7,0.027341972616099157,0.010936789350783545
12,A1,tile_11,1069.0,14,7,0.043429146962627854,0.017632886781326736
13,A1,tile_11,1131.0,8,4,0.02438214162821433,0.0055554248293767875
14,A1,tile_11,1201.0,12,0,0.06830181086072731,0.0
15,A1,tile_11,53.0,0,0,0.0,0.0
16,A1,tile_11,1400.0,12,0,0.026927937030769657,0.0
17,A1,tile_11,1737.0,9,0,0.016277682142952297,0.0
18,A1,tile_11,698.0,4,2,0.02150405668646309,0.009001698398316828
19,A1,tile_11,1030.0,12,7,0.03660107945929856,0.018300539775959496
20,A1,tile_11,895.0,8,3,0.028081275115886418,0.0070203189743297725
21,A1,tile_11,1729.0,2,0,0.0036339995992941505,0.0
22,A1,tile_11,872.0,2,0,0.012809755977940034,0.0
23,A1,tile_11,908.0,6,4,0.02345045911269914,0.013839615599174331
24,A1,tile_11,1155.0,3,2,0.008159980918415048,0.002719993715162401
25,A1,tile_11,1053.0,3,0,0.008950406420483741,0.0
26,A1,tile_11,750.0,6,2,0.02839068916577443,0.008377580642700196
27,A1,tile_11,280.0,0,0,0.0,0.0
28,A1,tile_11,888.0,9,1,0.03184046608368034,0.0
29,A1,tile_11,1189.0,10,9,0.0305322526841733,0.021137712380783814
30,A1,tile_11,1220.0,8,4,0.020600607564523234,0.005150152034446841
31,A1,tile_11,63.0,1,0,0.049866550056980846,0.0
32,A1,tile_11,746.0,2,0,0.008422500411768882,0.0
33,A1,tile_11,900.0,4,4,0.013962634015954637,0.010471975538465711
34,A1,tile_11,801.0,2,0,0.00784417641345766,0.0
35,A1,tile_11,1124.0,2,1,0.005590022515284329,0.0
36,A1,tile_11,900.0,0,2,0.0,0.0
37,A1,tile_11,1669.0,4,0,0.008993308308658618,0.0
38,A1,tile_11,1350.0,3,1,0.006981317007977318,0.0
39,A1,tile_11,1095.0,5,1,0.021677148700568843,0.0
40,A1,tile_11,1457.0,11,5,0.03689508645259119,0.008624825644509468
41,A1,tile_11,363.0,1,0,0.008654525216500808,0.0
42,A1,tile_11,1200.0,5,2,0.015126186850617522,0.005235987901687622
43,A1,tile_11,1276.0,3,0,0.007386189624427413,0.0
44,A1,tile_11,956.0,3,2,0.009858554352269224,0.0
45,A1,tile_11,44.0,0,0,0.0,0.0
1,A1,tile_12,728.0,3,0,0.012946123572485412,0.0
2,A1,tile_12,760.0,4,3,0.016534698176788386,0.012401023663972553
3,A1,tile_12,1009.0,8,1,0.027330230110515764,0.0031135706055625107
4,A1,tile_12,302.0,0,0,0.0,0.0
5,A1,tile_12,929.0,10,2,0.03644713400289558,0.0067633858794673265
6,A1,tile_12,128.0,0,0,0.0,0.0
7,A1,tile_12,1339.0,26,0,0.11314008892689155,0.0
8,A1,tile_12,934.0,1,0,0.0033635895648712988,0.0
9,A1,tile_12,800.0,4,0,0.015707963267948967,0.0
10,A1,tile_12,1075.0,6,2,0.025002856261128067,0.005844823704209439
11,A1,tile_12,1267.0,16,4,0.05151958486549955,0.009918209127111518
12,A1,tile_12,983.0,0,0,0.0,0.0
13,A1,tile_12,418.0,2,1,0.01503154379708035,0.007515772107685582
14,A1,tile_12,1429.0,20,7,0.04396910641833163,0.01538918684044445
15,A1,tile_12,1002.0,9,2,0.028217898086135867,0.006270644193637871
16,A1,tile_12,984.0,2,3,0.015963377304826186,0.006385351099619051
17,A1,tile_12,843.0,0,0,0.0,0.0
18,A1,tile_12,343.0,1,0,0.009159162255363828,0.0
19,A1,tile_12,1218.0,13,2,0.03353095607279746,0.002579304385067794
20,A1,tile_12,1242.0,9,5,0.024732524021819805,0.01011785101775386
21,A1,tile_12,710.0,1,0,0.004424778385337736,0.0
22,A1,tile_12,900.0,1,0,0.003490658503988659,0.0
23,A1,tile_12,717.0,0,0,0.0,0.0
24,A1,tile_12,1193.0,9,6,0.02574836113587611,0.010533420757795718
25,A1,tile_12,746.0,8,4,0.03369000164707553,0.012633750649623512
26,A1,tile_12,808.0,3,2,0.011664329159368044,0.007776219655971716
27,A1,tile_12,1108.0,9,3,0.02772364154792437,0.008506117314638214
28,A1,tile_12,505.0,3,0,0.028339999735353474,0.0
29,A1,tile_12,1961.0,10,4,0.01602036029367564,0.003204072147896556
30,A1,tile_12,875.0,3,1,0.010771174812307861,0.0035903917040143694
31,A1,tile_12,993.0,7,2,0.02214617177757155,0.0031637389134064184
32,A1,tile_12,1188.0,8,1,0.02115550608477975,0.0
33,A1,tile_12,877.0,2,2,0.0071644074198170885,0.0
34,A1,tile_12,1371.0,5,0,0.01145730362359516,0.0
35,A1,tile_12,945.0,7,2,0.023271056693257727,0.006648873525952536
36,A1,tile_12,930.0,8,1,0.029651830302699363,0.003378056710766208
37,A1,tile_12,660.0,1,0,0.004759988869075444,0.0
38,A1,tile_12,948.0,9,2,0.03571665346908227,0.006627832786946357
39,A1,tile_12,1031.0,4,3,0.012188526299087461,0.009141394747448245
40,A1,tile_12,1169.0,4,5,0.012839890134432194,0.01343709490460346
41,A1,tile_12,1243.0,7,4,0.017691994026652093,0.007582283173466726
42,A1,tile_12,1117.0,9,6,0.02531274295640836,0.014062635580556352
43,A1,tile_12,1462.0,12,10,0.02578598621277532,0.021488320158868417
44,A1,tile_12,913.0,6,5,0.06652514564009053,0.013763823618894078
45,A1,tile_12,908.0,5,0,0.01729951901756494,0.0
46,A1,tile_12,1808.0,6,1,0.011777111103059082,0.0
47,A1,tile_12,1200.0,16,6,0.04188790204786392,0.015707963307698566
48,A1,tile_12,325.0,0,0,0.0,0.0
49,A1,tile_12,1614.0,4,1,0.00778585539923121,0.0
50,A1,tile_12,932.0,5,0,0.022846584629110323,0.0
51,A1,tile_12,1851.0,4,0,0.006788963054759142,0.0
52,A1,tile_12,1572.0,5,5,0.009992343045769063,0.003996937329532536
53,A1,tile_12,396.0,0,0,0.0,0.0
54,A1,tile_12,418.0,2,0,0.01503154379708035,0.0
55,A1,tile_12,596.0,7,2,0.03689790029383985,0.01054225752017642
1,A1,tile_13,521.0,3,0,0.018089784953492092,0.0
2,A1,tile_13,738.0,2,3,0.008513801229240631,0.012770701876177697
3,A1,tile_13,502.0,1,0,0.011125604793589351,0.0
4,A1,tile_13,2415.0,17,2,0.02211473089483499,0.002601733118850992
5,A1,tile_13,1007.0,8,5,0.02738451060725959,0.015598772535731326
6,A1,tile_13,1348.0,16,11,0.0372889335737661,0.023305581655983402
7,A1,tile_13,951.0,5,2,0.016517311533069363,0.006606924797082173
8,A1,tile_13,1141.0,14,8,0.038547149123801146,0.02202694129776683
9,A1,tile_13,550.0,5,2,0.03871457613514695,0.005711986801841042
10,A1,tile_13,682.0,6,6,0.09673525766185581,0.027638645116185162
11,A1,tile_13,260.0,1,0,0.01208304866765305,0.0
12,A1,tile_13,1111.0,1,1,0.0028277161598467986,0.0
13,A1,tile_13,950.0,11,3,0.0389484001497682,0.009920818931178042
14,A1,tile_13,256.0,2,1,0.02454369260617026,0.012271846644580364
15,A1,tile_13,1283.0,9,4,0.025846652991342367,0.00489726070305935
16,A1,tile_13,838.0,4,3,0.014995668990882068,0.011246751771621885
17,A1,tile_13,1310.0,11,5,0.030110260377917444,0.009592649590878086
18,A1,tile_13,1006.0,8,3,0.027411731790765812,0.006245711214736726
19,A1,tile_13,1365.0,14,10,0.03222146311374147,0.023015328990670787
20,A1,tile_13,1495.0,14,2,0.08942623458378975,0.004202799653528526
21,A1,tile_13,378.0,4,3,0.033244366704653895,0.02493327509158503
22,A1,tile_13,492.0,3,2,0.05817764173314432,0.012770702199238102
23,A1,tile_13,986.0,3,0,0.0095585983374943,0.0
24,A1,tile_13,823.0,8,2,0.033506928531604384,0.007634490257624723
25,A1,tile_13,1085.0,7,5,0.022520377445088124,0.005790954361313499
26,A1,tile_13,512.0,1,0,0.02454369260617026,0.0
27,A1,tile_13,615.0,2,0,0.010216561475088757,0.0
28,A1,tile_13,1469.0,8,7,0.01877209134207652,0.012831556139712921
29,A1,tile_13,967.0,8,5,0.028517272162885632,0.0162440164875713
30,A1,tile_13,1479.0,3,2,0.006372398891662866,0.004248266045994014
31,A1,tile_13,1463.0,16,6,0.03984552085892729,0.010736817459659225
32,A1,tile_13,1173.0,2,2,0.0074395961295580975,0.002678254681170139
33,A1,tile_13,1735.0,12,1,0.02172859472223488,0.0018107162772406761
34,A1,tile_13,1099.0,5,2,0.014292960207414891,0.005717184242061098
35,A1,tile_13,102.0,1,0,0.05475542751354759,0.0
36,A1,tile_13,802.0,1,0,0.003917197822431164,0.0
37,A1,tile_13,1172.0,4,1,0.01072215922726892,0.0
38,A1,tile_13,898.0,7,0,0.02721003288187151,0.0
39,A1,tile_13,1242.0,6,5,0.01911149583504258,0.007588388071351965
40,A1,tile_13,1176.0,3,0,0.00801426697344335,0.0
41,A1,tile_13,1466.0,5,2,0.010714845339665052,0.0021429691275665574
42,A1,tile_13,2038.0,4,0,0.006166030723434334,0.0
43,A1,tile_13,1713.0,6,0,0.011003827157932725,0.0
44,A1,tile_13,1673.0,3,0,0.007093986200574681,0.0
45,A1,tile_13,1347.0,6,3,0.01814002192124767,0.006996865615901366
46,A1,tile_13,1336.0,5,3,0.011757457535889944,0.004702983145228403
47,A1,tile_13,916.0,0,0,0.0,0.0
48,A1,tile_13,1218.0,1,0,0.0025793043132921125,0.0
49,A1,tile_13,846.0,0,0,0.0,0.0
50,A1,tile_13,536.0,4,0,0.023444721295446218,0.0
51,A1,tile_13,825.0,2,0,0.007615982190520711,0.0
1,A1,tile_14,338.0,5,0,0.0702262657607186,0.0
2,A1,tile_14,1011.0,8,4,0.024859289049177394,0.00932223341703179
3,A1,tile_14,95.0,0,0,0.0,0.0
4,A1,tile_14,2686.0,41,11,0.05185304330199089,0.012865792258142626
5,A1,tile_14,1594.0,20,8,0.05321392826030391,0.015767089097084037
6,A1,tile_14,1354.0,11,9,0.029131788105666065,0.020882076843802652
7,A1,tile_14,337.0,2,2,0.07561367085791457,0.009322233652856301
8,A1,tile_14,613.0,3,3,0.01537484169782933,0.015374841736735955
9,A1,tile_14,2227.0,16,5,0.02617602021401464,0.007053418923880308
10,A1,tile_14,777.0,5,3,0.02021616894201926,0.01212970139590623
11,A1,tile_14,1664.0,28,9,0.07027467541082941,0.0169917860856423
12,A1,tile_14,1143.0,12,5,0.03725812226479584,0.008245650030287962
13,A1,tile_14,1022.0,5,2,0.015369827072357109,0.006147931000024605
14,A1,tile_14,1356.0,18,4,0.043504519703103504,0.006950426242344499
15,A1,tile_14,1661.0,23,10,0.05127758428496286,0.018913861572706577
16,A1,tile_14,895.0,6,0,0.023791080306514882,0.0
17,A1,tile_14,1130.0,9,4,0.029964059724504416,0.002780170567267764
18,A1,tile_14,273.0,2,0,0.05242380903426191,0.0
19,A1,tile_14,860.0,9,4,0.032877132421288535,0.014612059260523596
20,A1,tile_14,1233.0,18,0,0.06879399971364511,0.0
21,A1,tile_14,1316.0,5,2,0.011936142300873075,0.002387228526605299
22,A1,tile_14,1369.0,15,6,0.03850178481389975,0.013768850233190856
23,A1,tile_14,1183.0,8,1,0.023310399139062053,0.0026556151656911015
24,A1,tile_14,1742.0,19,5,0.038874153259115966,0.009017200886039866
25,A1,tile_14,1248.0,14,6,0.0397174284908966,0.015103810872787084
26,A1,tile_14,144.0,2,0,0.37088246604879505,0.0
1,A1,tile_15,445.0,4,1,0.028239035088447578,0.0070597589685675805
2,A1,tile_15,725.0,9,4,0.03899908121697674,0.017332925467655576
3,A1,tile_15,582.0,4,0,0.029988475120177487,0.0
4,A1,tile_15,1350.0,17,5,0.04318073853082269,0.00930842293633355
5,A1,tile_15,1096.0,11,9,0.07898570337492584,0.022931332135722585
6,A1,tile_15,633.0,4,3,0.01985208627860849,0.009926043415521559
7,A1,tile_15,1398.0,21,9,0.05068695824819013,0.020224844096215156
8,A1,tile_15,1222.0,7,4,0.02570861418649585,0.0077125842754657455
9,A1,tile_15,992.0,11,2,0.042929469504699246,0.006333856332686639
10,A1,tile_15,1211.0,15,9,0.04813707433246129,0.023347920765077447
11,A1,tile_15,1038.0,7,0,0.04169958135786067,0.0
12,A1,tile_15,1442.0,25,7,0.05616038647193961,0.01525044937239606
13,A1,tile_15,1048.0,10,5,0.029977029137307185,0.014988515213245655
14,A1,tile_15,707.0,1,0,0.007899651494175182,0.0
15,A1,tile_15,625.0,4,1,0.020106192982974676,0.005026548385620117
16,A1,tile_15,1504.0,15,9,0.034581656721696157,0.01879942290326382
17,A1,tile_15,912.0,17,0,0.11291055467945772,0.0
18,A1,tile_15,1034.0,12,1,0.07426932987209914,0.0030382908520431074
19,A1,tile_15,868.0,6,1,0.02171607825062069,0.0036193464758209368
20,A1,tile_15,996.0,6,3,0.018925256949336104,0.006308419158659786
21,A1,tile_15,745.0,2,2,0.00843380578144911,0.0
22,A1,tile_15,1377.0,14,3,0.03194066604956943,0.0068444284565135375
23,A1,tile_15,1346.0,15,3,0.049273782745753746,0.0070020638815892575
24,A1,tile_15,948.0,11,4,0.07290615862761124,0.013255665573892714
25,A1,tile_15,532.0,3,0,0.017715748046558982,0.0
26,A1,tile_15,1244.0,8,5,0.022167365097677177,0.0075761880905298555
27,A1,tile_15,206.0,1,0,0.06100179909883093,0.0
28,A1,tile_15,975.0,2,0,0.006444292622748294,0.0
29,A1,tile_15,1094.0,13,4,0.04403207253660283,0.01148662793788875
30,A1,tile_15,1362.0,10,5,0.02486004955116739,0.009226410399449554
31,A1,tile_15,1416.0,5,5,0.011093194398269043,0.00221863894139306
32,A1,tile_15,1325.0,7,2,0.016597093264247964,0.0
33,A1,tile_15,1311.0,4,3,0.013845479954798649,0.007188999225491335
34,A1,tile_15,773.0,2,2,0.011289322457919339,0.0
35,A1,tile_15,884.0,2,1,0.007107675686854735,0.0
36,A1,tile_15,646.0,5,0,0.028098179908267844,0.0
37,A1,tile_15,1238.0,4,2,0.010150541691727926,0.0025376354935481207
38,A1,tile_15,1089.0,3,2,0.008654525216500808,0.0
39,A1,tile_15,231.0,1,0,0.013599968197358411,0.0
40,A1,tile_15,316.0,2,0,0.019883497807530338,0.0
41,A1,tile_15,185.0,1,2,0.09245527929483473,0.033963164767703495
